ID	Qwen3 8B	GPT	Qwen3 32B	Year	Decade	Period	Century	Author	Journal
rspa_1930_0063	Physics	Physics	Physics	1930	1930	1900	1900	G. Temple,Ph. D.|A. S. Eddington,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspa_1977_0028	Physics	Physics	Physics	1977	1970	1950	1900	A. J. Rogers|J. S. Forrest,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rsta_1894_0016	Chemistry	Physics	Physics	1894	1890	1850	1800	J. Joly,M. A.,Sc. D.,F. R. S.	Philosophical Transactions of the Royal Society of London. (A.)
rspa_1929_0015	Chemistry	Physics	Chemistry	1929	1920	1900	1900	W. Jevons,D. Sc.,F. Inst. P.|Prof. H. C. Plummer,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rsta_1972_0031	Physics	Physics	Physics	1972	1970	1950	1900	P. Meares|K. R. Page|R. M. Barrer,F. R. S.	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
110186	Physics	Physics	Chemistry	1815	1810	1800	1800	Humphry Davy	Abstracts of the Papers Printed in the Philosophical Transactions of the Royal Society of London
rspa_1992_0092	Physics	Engineering and Technology	Physics	1992	1990	1950	1900	Douglas A. Rebinsky|John G. Harris	Proceedings of the Royal Society of London. Series A: Mathematical and Physical Sciences
rspa_1990_0110	Chemistry	Chemistry	Chemistry	1990	1990	1950	1900	Lawrence K. Forbes	Proceedings of the Royal Society of London. Series A: Mathematical and Physical Sciences
rspa_1905_0024	Chemistry	Chemistry	Chemistry	1905	1900	1900	1900	Harold B. Dixon,M. A.,F. R. S.|E. C. Edgar,B. Sc.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rsbm_1932_0004	Biology	Biology	Biology	1932	1930	1900	1900	A. B. R.|George Claridge Druce	Obituary Notices of Fellows of the Royal Society
rspl_1891_0056	Medicine	Medicine	Medicine	1891	1890	1850	1800	C. S. Roy,M. D.,F. R. S.|J. G. Adami,M. A.,M. B.	Proceedings of the Royal Society of London
rspa_1931_0177	Chemistry	Chemistry	Chemistry	1931	1930	1900	1900	R. Whytlaw-Gary,F. R. S.|H. S. Patterson|W. Cawood	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rstb_1996_0055	Biology	Biology	Biology	1996	1990	1950	1900	Monica Lamas |Lucia Monaco|Emmanuel Zazopoulos|Enzo Lalli|Katherine Tamai|Lucia Penna|Cristina Mazzucchelli|Fran\#xE7,ois Nantel|Nicholas S. Foulkes|Paolo Sassone-Corsi|S. Busby|F. G. Grosveld|D. S. Latchman	Philosophical Transactions of the Royal Society of London. Series B: Biological Sciences
rsta_1980_0055	Chemistry	Chemistry	Engineering and Technology	1980	1980	1950	1900	E. E. Magat|W. Watt,F. R. S. |B. Harris|A. C. Ham	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rspb_1980_0146	Biology	Biology	Biology	1980	1980	1950	1900	D. P. Lane|L. V. Crawford|M. G. P. Stoker,FOR. SEC. R. S.| L. V. Crawford|S. Brenner,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rsta_1976_0010	Earth Sciences	Earth Sciences	Earth Sciences	1976	1970	1950	1900	W. R. Greenwood|D. G. Hadley|R. E. Anderson|R. J. Fleck|D. L. Schmidt|J. Sutton,F. R. S.|R. M. Shackleton,F. R. S.|J. C. Briden	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rstb_1887_0005	Biology	Biology	Biology	1887	1880	1850	1800	Percy F. Frankland,Ph.D.,B.Sc.,F.C.S.,F.I.C.|Professor Frankland,D.C.L.,LL.D.,M.D.,F. R. S.	Philosophical Transactions of the Royal Society of London. (B.)
rstb_1969_0006	Earth Sciences	Earth Sciences	Earth Sciences	1969	1960	1950	1900	R. B. Thompson|B. D. Hackman|J. A. E. Allum|E. J. H. Corner,F. R. S.	Philosophical Transactions of the Royal Society of London. Series B, Biological Sciences
rspb_1946_0002	Medicine	Medicine	Medicine	1946	1940	1900	1900	C. H. Andrewes,F. R. S.|Harold King,F. R. S.|James Walker	Proceedings of the Royal Society of London. Series B - Biological Sciences
105456	Medicine	Medicine	Medicine	1765	1760	1750	1700	Honourable James	Philosophical Transactions (1683-1775)
rstb_1970_0061	Biology	Biology	Biology	1970	1970	1950	1900	E. J. H. Corner,F. R. S.	Philosophical Transactions of the Royal Society of London. B, Biological Sciences
rspb_1910_0051	Chemistry	Biology	Biology	1910	1910	1900	1900	V. H. Veley,F. R. S.|Dr. A. D. Waller,F. R. S.	Proceedings of the Royal Society of London. Series B, Containing Papers of a Biological Character
rspl_1890_0045	Medicine	Medicine	Biology	1890	1890	1850	1800	Charles A. Ballance|Samuel G. Shattock|Sir James Paget,Bart.,F. R. S.	Proceedings of the Royal Society of London
102712	Miscellaneous	Earth Sciences	Miscellaneous	1706	1700	1700	1700		Philosophical Transactions (1683-1775)
rsta_1982_0127	Physics	Physics	Physics	1982	1980	1950	1900	D. J. Bradley,F. R. S.|M. H. Holbrook|G. W. Series,F. R. S.|B. A. Thrush,F. R. S.	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rsbm_1968_0013	Humanities	Humanities	Humanities	1968	1960	1950	1900	H. D. Kay|Rupert Edward Cecil Lee Guinness,Second Earl of Iveagh	Biographical Memoirs of Fellows of the Royal Society
112330	Medicine	Medicine	Medicine	1862	1860	1850	1800	Harry Lobb	Proceedings of the Royal Society of London
108214	Earth Sciences	Earth Sciences	Earth Sciences	1840	1840	1800	1800	W. Whewell	Philosophical Transactions of the Royal Society of London
rstb_1977_0053	Biology	Biology	Biology	1977	1970	1950	1900	J. Z. Young,F. R. S. |H. B. Barlow,F. R. S.|R. M. Gaze,F. R. S.	Philosophical Transactions of the Royal Society of London. B, Biological Sciences
109716	Biology	Biology	Biology	1800	1800	1800	1800	B. C. Brodie	Abstracts of the Papers Printed in the Philosophical Transactions of the Royal Society of London
rsta_1977_0090	Physics	Astronomy	Earth Sciences	1977	1970	1950	1900	B. R. Tittmann|Sir Harrie Massey,SeC.R.S.,|G. M. Brown,F.R.S.|G. Eglinton,F.R.S.|S. K. Runcorn,F.R.S.|H. C. Urey,For. Mem. R.S.	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
107464	Biology	Biology	Biology	1818	1810	1800	1800	T. A. Knight	Philosophical Transactions of the Royal Society of London
rspa_1972_0132	Physics	Physics	Physics	1972	1970	1950	1900	M. F. Golde |B. A. Thrush|J. W. Linnett,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspb_1942_0002	Chemistry	Chemistry	Biology	1942	1940	1900	1900	G. M. Badger|L. A. Elson|A. Haddow|C. L. Hewett|A. M. Robinson|J. W. Cook,F. R. S.	Proceedings of the Royal Society of London. Series B - Biological Sciences
rspb_1971_0057	Biology	Biology	Biology	1971	1970	1950	1900	H. E. Huxley,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rstb_1932_0008	Biology	Biology	Biology	1932	1930	1900	1900	C. Forster Cooper,M. A. |D. M. S. Watson,F. R. S.	Philosophical Transactions of the Royal Society of London. Series B, Containing Papers of a Biological Character
108462	Chemistry	Chemistry	Chemistry	1850	1850	1850	1800	Thomas Graham	Philosophical Transactions of the Royal Society of London
rspa_1912_0023	Physics	Physics	Physics	1912	1910	1900	1900	P. V. Bevan,Sc. D.|Sir J. J. Thomson,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspa_1947_0066	Physics	Chemistry	Physics	1947	1940	1900	1900	B. M. Cwilong|G. M. B. Dobson,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspa_1967_0142	Chemistry	Chemistry	Chemistry	1967	1960	1950	1900	J. R. Anderson|I. M. Ritchie|J. S. Anderson,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspa_1976_0087	Chemistry	Chemistry	Chemistry	1976	1970	1950	1900	C. F. Cullis|T. G. Nevell|A. G. Gaydon,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspa_1973_0043	Physics	Physics	Physics	1973	1970	1950	1900	W. R. S. Garton F. R. S.|E. M. Reeves|F. S. Tomkins|B. Ercoli	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rsta_1981_0086	Physics	Physics	Physics	1981	1980	1950	1900	D. V. Bartlett|G. Cannici|G. Cattanei|D. Dorst|A. Elsner|J. H. Feist|G. Grieger|H. Hacker|J. How|H. Jaeckel|R. Jaenicke|P. Javel|J. Junker|M. Kick|R. Lathe|F. Leuterer|G. G. Lister|C. Mahn|S. Marlier|G. Mueller|W. Ohlendorf|W. Ott|F. Rau|H. Renner|H. Ringler|J. Saffert|J. Sapper|R. Smeulders|E. Speth|M. Tutter|A. Weller|E. Wuersching|H. Wobig|A. N. Dellis|P. C. Johnson|D. J. Lees|P. J. Lomas|A. C. Selden|P. R. Thomas|B. Lloyd|R. S. Pease,F. R. S.|A. E. Gibson,F. R. S.	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rspa_1934_0080	Physics	Physics	Physics	1934	1930	1900	1900	A. K. Denisoff|O. W. Richardson,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rstb_1988_0087	Biology	Biology	Biology	1988	1980	1950	1900	R. T. Hanlon|J. B. Messenger|J. Z. Young,F. R. S.	Philosophical Transactions of the Royal Society of London. B, Biological Sciences
rspa_1995_0064	Engineering and Technology	Engineering and Technology	Engineering and Technology	1995	1990	1950	1900	Selvaraj Ramasamy|Pradeep B. Deshpande|Sanjeev S. Tambe|Bhaskar D. Kulkarni	Proceedings of the Royal Society of London. Series A: Mathematical and Physical Sciences
rspb_1906_0069	Biology	Medicine	Biology	1906	1900	1900	1900	J. G. Adami,F. R. S.,Montreal|L. Aschoff,Marburg	Proceedings of the Royal Society of London. Series B, Containing Papers of a Biological Character
111430	Medicine	Medicine	Biology	1856	1850	1850	1800	E. Brown-S\#xE9,quard	Proceedings of the Royal Society of London
rspa_1947_0138	Physics	Physics	Physics	1947	1940	1900	1900	T. M. Cherry|Professor G. Temple,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rstb_1914_0012	Biology	Biology	Biology	1914	1910	1900	1900	C. H. Martin,M. A.|K. R. Lewin,B. A.|Horace T. Brown,F. R. S.	Philosophical Transactions of the Royal Society of London. Series B, Containing Papers of a Biological Character
rspa_1978_0126	Engineering and Technology	Engineering and Technology	Engineering and Technology	1978	1970	1950	1900	G. H. Rawcliffe,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspa_1925_0146	Physics	Physics	Physics	1925	1920	1900	1900	W. L. Webster,B. A.|Sir Ernest Rutherford,O. M.,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspb_1937_0053	Biology	Biology	Biology	1937	1930	1900	1900	Edmund W. Yemm|A. G. Tansley,F. R. S.	Proceedings of the Royal Society of London. Series B - Biological Sciences
rspb_1976_0062	Biology	Biology	Biology	1976	1970	1950	1900	A. E. Mourant,F. R. S.|Marilyn J. Godber|Ada C. Kope\#x107,|D. Tills|Bridget G. Woodhead|E. J. Clegg	Proceedings of the Royal Society of London. Series B. Biological Sciences
rspb_1967_0021	Chemistry	Chemistry	Chemistry	1967	1960	1950	1900	R. A. E. Galley|Sir William Slater,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rstb_1979_0043	Biology	Biology	Biology	1979	1970	1950	1900	R. Eisler|G. C. Carney|A. P. M. Lockwood|E. J. Perkins|H. A. Cole	Philosophical Transactions of the Royal Society of London. B, Biological Sciences
rstb_1905_0010	Earth Sciences	Earth Sciences	Earth Sciences	1905	1900	1900	1900	E. A. Newell Arber,M. A.,F. L. S..,F. G. S.|Professor T. McKenny Hughes,F. R. S.	Philosophical Transactions of the Royal Society of London. Series B, Containing Papers of a Biological Character
rspb_1976_0047	Biology	Biology	Biology	1976	1970	1950	1900	J. V. Possingham|R. J. Rose|R. Brown,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rspl_1888_0131	Miscellaneous	Biology	Miscellaneous	1888	1880	1850	1800		Proceedings of the Royal Society of London
103912	Astronomy	Astronomy	Astronomy	1737	1730	1700	1700	John Senex	Philosophical Transactions (1683-1775)
rspl_1897_0013	Biology	Biology	Biology	1897	1890	1850	1800	Swale Vincent,M. B. (Lond.)|E. A. Sch\#xE4,fer,F. R. S.	Proceedings of the Royal Society of London
rspa_1964_0125	Physics	Physics	Physics	1964	1960	1950	1900	G. N. Ward|G. Temple,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspl_1879_0129	Astronomy	Astronomy	Physics	1879	1870	1850	1800	J. Norman Lockyer,F. R. S.	Proceedings of the Royal Society of London
rspa_1932_0004	Chemistry	Chemistry	Chemistry	1932	1930	1900	1900	A. J. Allmand,F. R. S.|J. L. Lizius	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspa_1939_0131	Physics	Physics	Physics	1939	1930	1900	1900	N. Kemmer|S. Chapman,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspl_1879_0173	Chemistry	Chemistry	Chemistry	1879	1870	1850	1800		Proceedings of the Royal Society of London
rspl_1887_0075	Biology	Biology	Biology	1887	1880	1850	1800	H. Marshall Ward,M. A.,F. L. S.|Prof. M. Foster,Sec. R. S.	Proceedings of the Royal Society of London
rspa_1952_0254	Physics	Engineering and Technology	Engineering and Technology	1952	1950	1950	1900	J. S. Courtney-Pratt|F. P. Bowden,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rsta_1976_0128	Engineering and Technology	Engineering and Technology	Engineering and Technology	1976	1970	1950	1900	G. B. Brook|W. E. Duckworth	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rspb_1996_0052	Biology	Biology	Biology	1996	1990	1950	1900	Steven A. Frank	Proceedings of the Royal Society of London. Series B: Biological Sciences
rspa_1983_0044	Chemistry	Chemistry	Chemistry	1983	1980	1950	1900	I. D. Begg|P. J. Halfpenny|R. M. Hooper|R. S. Narang|K. J. Roberts|J. N. Sherwood|J. M. Thomas,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspb_1957_0007	Biology	Biology	Chemistry	1957	1950	1950	1900	Sir Eric Rideal,F. R. S.|F. H. Taylor	Proceedings of the Royal Society of London. Series B - Biological Sciences
rspa_1931_0039	Mathematics	Mathematics	Mathematics	1931	1930	1900	1900	L. J. Mordell,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
111215	Astronomy	Astronomy	Astronomy	1850	1850	1850	1800	George B Airy	Abstracts of the Papers Communicated to the Royal Society of London
rspa_1911_0029	Physics	Physics	Physics	1911	1910	1900	1900	W. H. Eccles,D. Sc.,A. R. C. S.|H. Morris Airey,M. Sc.,F. R. A. S.|Sir A. W. R\#xFC,cker,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
102049	Earth Sciences	Earth Sciences	Earth Sciences	1684	1680	1650	1600	Tho. Smith	Philosophical Transactions (1683-1775)
rspb_1922_0007	Biology	Biology	Biology	1922	1920	1900	1900	J. Gray,M. A.|Prof. J. S. Gardiner,F. R. S.	Proceedings of the Royal Society of London. Series B, Containing Papers of a Biological Character
rspa_1933_0009	Physics	Physics	Physics	1933	1930	1900	1900	Dr. Sven Werner |N. Bohr,For. Mem. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspa_1983_0052	Engineering and Technology	Engineering and Technology	Engineering and Technology	1983	1980	1950	1900	C. T. Chou|Sir Peter Hirsch,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspb_1971_0068	Biology	Biology	Biology	1971	1970	1950	1900	A. T. Chwang|T. Y. Wu|Sir James Gray,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rsbm_1966_0029	Miscellaneous	Miscellaneous	Humanities	1966	1960	1950	1900		Biographical Memoirs of Fellows of the Royal Society
106425	Chemistry	Chemistry	Biology	1779	1770	1750	1700	Abbe Fontana|John Paradise	Philosophical Transactions of the Royal Society of London
rspa_1966_0227	Physics	Physics	Physics	1966	1960	1950	1900	J. Latham|I. W. Roxburgh|Sir Geoffrey Taylor,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspa_1975_0114	Mathematics	Mathematics	Mathematics	1975	1970	1950	1900	J. S. R. Chisholm|R. Hughes Jones|N. Kemmer,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rsta_1990_0147	Chemistry	Chemistry	Chemistry	1990	1990	1950	1900	Les Ebdon|Michael Foulkes|W. J. Albery|D. T. Burns|J. N. Miller|A. Townshend	Philosophical Transactions of the Royal Society of London. Series A: Physical and Engineering Sciences
